id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,Discount_Amount,cumulative_ratings
10250,"Women Yellow, Beige, Gold Wedges Sandal",4.1,Women,Flipkart,645,649,0.62,661.0,97.0,333.0,173.0,71.0,28,56,1,4,51873.29999999928
16077,Slides,4.2,Women,Flipkart,294,499,41.08,260.0,38.0,149.0,61.0,23.0,8,17,0,205,51877.49999999928
8629,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Brown)",4.1,Women,Flipkart,497,999,50.25,1638.0,260.0,837.0,431.0,197.0,67,106,1,502,51881.59999999928
19142,Nucleus Sneakers For Women  (Multicolor),4.3,Women,Flipkart,2977,5499,45.86,167.0,25.0,103.0,36.0,17.0,2,9,1,2522,51885.89999999928
11607,Jutis For Men  (Brown),3.9,Men,Flipkart,559,1399,60.04,819.0,99.0,408.0,145.0,111.0,56,99,1,840,51889.79999999928
1702,"Fashion-02 Navy Pink Walking Shoes,Gym Shoes,Casual Shoes,Training Shoes,Sports Shoes, Walking Shoes For Women  (Blue)",4.0,Women,Flipkart,616,999,38.34,3643.0,605.0,1758.0,987.0,466.0,156,279,1,383,51893.79999999928
1222,Bellies For Women  (Tan),3.8,Women,Flipkart,299,999,70.07,68.0,8.0,32.0,15.0,7.0,5,9,0,700,51897.599999999286
72,Men Brown Casual Sandal,4.2,Men,Flipkart,584,809,15.09,146.0,14.0,98.0,42.0,36.0,8,4,1,225,51901.79999999928
16690,"Women's Running Shoes,Walking Shoes Mesh Sports Shoes Sneakers For Women  (Blue)",4.0,Women,Flipkart,269,499,46.09,271.0,47.0,142.0,55.0,39.0,10,25,0,230,51905.79999999928
11064,Supernal Wns NU 2 IDP Running Shoes For Women  (Pink),4.3,Women,Flipkart,800,2999,73.32,3816.0,498.0,2202.0,985.0,318.0,104,207,1,2199,51910.099999999286
6699,Jutis For Men  (Black),4.2,Men,Flipkart,999,1999,50.03,638.0,104.0,379.0,130.0,68.0,24,37,1,1000,51914.29999999928
12073,Women Tan Flats Sandal,4.1,Women,Flipkart,639,799,20.03,37.0,7.0,18.0,12.0,3.0,1,3,1,160,51918.39999999928
6177,Women White Heels Sandal,4.1,Women,Flipkart,569,999,43.04,743.0,99.0,419.0,152.0,76.0,42,54,1,430,51922.49999999928
12458,Bellies For Women  (Brown),4.1,Women,Flipkart,239,499,52.1,420.0,47.0,230.0,91.0,47.0,22,34,0,260,51926.59999999928
322,SFL-19 Slippers,4.2,Women,Flipkart,215,429,1.86,7657.0,880.0,3781.0,1891.0,898.0,264,436,0,214,51930.799999999275
1111,GO WALK SMART-INFLUENCE Walking Shoes For Women  (Black),4.4,Women,Flipkart,3000,5999,49.99,8.0,3.0,5.0,2.0,0.0,1,0,1,2999,51935.19999999928
9229,Jalsa Mojaris For Men  (Black),4.1,Men,Flipkart,494,499,1.0,26.0,1.0,15.0,4.0,4.0,0,3,0,5,51939.299999999275
20574,Flip Flops,3.7,Men,Flipkart,299,999,70.07,5656.0,674.0,2538.0,1018.0,762.0,437,901,1,700,51942.99999999927
9930,NOOR PLUS V Running Shoes For Women  (Black),3.9,Women,Flipkart,749,799,6.26,37.0,3.0,15.0,12.0,5.0,3,2,1,50,51946.899999999274
9984,Flip Flops,3.9,Women,Flipkart,299,1598,81.29,402.0,33.0,203.0,74.0,56.0,32,37,0,1299,51950.799999999275
5489,"Party Casual Shoes, Outdoor Boots ,Best Rates, Canvas Shoes,Sneakers Shoes , Loafers Shoes, Trendy Shoes, Trekking Shoes, Sports Shoes ,Top Rated, Best Rates,Light Weight, Juta, Walking Shoes, Rain Shoes, Slip On, Suj, Waterproof, Rainy Shoes, Comfortable For Women'S/Girls'S (Whit-1254) Sneakers For Women  (White)",3.8,Women,Flipkart,388,499,22.24,127.0,15.0,63.0,22.0,13.0,8,21,1,111,51954.59999999928
7476,Slides,4.1,Men,Flipkart,180,999,81.98,8432.0,1141.0,4800.0,1475.0,953.0,460,744,1,819,51958.69999999928
18949,"Running Shoes For Men  (Orange, Black)",4.1,Men,Flipkart,449,999,55.06,57355.0,8250.0,32704.0,10683.0,6362.0,2804,4802,0,550,51962.799999999275
13664,Flip Flops,3.5,Men,Flipkart,299,499,40.08,10828.0,1453.0,4608.0,1563.0,1566.0,971,2120,1,200,51970.399999999274
9811,Synthetic Leather Casual Partywear New Boots latest stylish Design Boots For Women  (Pink),4.2,Women,Flipkart,594,1499,60.37,71.0,5.0,47.0,11.0,7.0,4,6,1,905,51974.59999999927
15410,Jute Mojari For Men Mojaris For Men  (Burgundy),4.0,Men,Flipkart,429,999,57.06,18.0,0.0,10.0,3.0,2.0,1,2,0,570,51978.59999999927
19962,Boots For Women  (Maroon),3.5,Women,Flipkart,699,1199,41.7,41.0,5.0,13.0,13.0,6.0,1,8,0,500,51982.09999999927
12228,S-CROSS Casuals For Men  (Navy),4.3,Men,Flipkart,899,999,10.01,3095.0,445.0,1795.0,764.0,275.0,102,159,0,100,51990.299999999275
4040,Latest Comfort Flip Flops Black & White Men's Slipper Slides,3.4,Men,Flipkart,299,499,40.08,232.0,33.0,97.0,24.0,33.0,24,54,1,200,51993.69999999928
8023,Chukka Boots For Women  (Brown),4.3,Women,Flipkart,549,999,45.05,40.0,6.0,25.0,8.0,3.0,1,3,1,450,51997.99999999928
4508,Women White Heels Sandal,3.9,Women,Flipkart,449,999,55.06,1409.0,194.0,691.0,286.0,188.0,83,161,1,550,52001.89999999928
8108,Joy Red Color Casual for Men's Flip Flops,4.0,Men,Flipkart,178,499,64.33,306.0,44.0,150.0,60.0,34.0,12,25,0,321,52005.89999999928
20082,"Men Orange, Tan Casual Sandal",3.9,Men,Flipkart,299,998,70.04,164.0,12.0,86.0,27.0,19.0,11,21,1,699,52009.79999999928
13696,Mojaris For Women  (Red),3.6,Women,Flipkart,209,499,58.12,29.0,1.0,14.0,1.0,5.0,5,4,0,290,52013.39999999928
18495,Adelina Slip-On Sneakers For Women  (Blue),4.5,Women,Flipkart,3798,3799,0.03,147.0,17.0,97.0,34.0,5.0,4,3,1,1,52017.89999999928
8889,"Combo Men Pack of 2 Loafers Shoes Sneakers For Men  (Black, Red)",4.0,Men,Flipkart,399,998,60.02,9901.0,1264.0,5653.0,1497.0,1115.0,564,1072,1,599,52021.89999999928
15123,Slides,4.3,Women,Flipkart,1485,3299,54.99,81.0,10.0,51.0,14.0,8.0,4,4,1,1814,52026.199999999284
20653,Women Multicolor Flats Sandal,3.9,Women,Flipkart,331,498,33.53,1058.0,145.0,507.0,210.0,168.0,75,98,1,167,52030.099999999286
10911,Slippers,3.8,Men,Flipkart,399,900,55.67,153.0,26.0,72.0,28.0,23.0,18,12,1,501,52037.599999999286
19230,CR2-GREY Walking Shoes For Men  (Grey),3.8,Men,Flipkart,275,999,72.47,424.0,55.0,206.0,64.0,68.0,34,52,0,724,52041.39999999929
12589,Men Brown Flats Sandal,3.9,Men,Flipkart,499,999,50.05,306.0,44.0,150.0,60.0,34.0,6,14,1,500,52045.29999999929
6018,Men Olive Sports Sandal,4.2,Men,Flipkart,1048,3495,70.01,1444.0,156.0,805.0,370.0,144.0,48,77,1,2447,52049.49999999929
675,CRYSTA Running Shoes For Men  (Black),4.2,Men,Flipkart,881,1111,20.02,19772.0,3000.0,7212.0,4549.0,2872.0,794,2775,1,230,52053.699999999284
781,Aubree - Tan Bellies For Women  (Tan),5.0,Women,Flipkart,578,1719,63.92,4.0,2.0,4.0,4.0,1.0,3,3,1,1141,52058.699999999284
5442,Women Pink Bellies Sandal,4.2,Women,Flipkart,379,999,62.06,1201.0,180.0,648.0,318.0,126.0,55,54,1,620,52062.89999999928
8101,Womens Ethnic Sky Blue Fabric Boots Casuals For Women  (Blue),4.0,Women,Flipkart,284,499,43.09,93.0,11.0,51.0,19.0,6.0,8,9,0,215,52066.89999999928
17078,Perfect Stylish Girls Casual Sneakers For Women  (White),3.3,Women,Flipkart,391,999,60.86,6.0,0.0,3.0,0.0,1.0,0,2,0,608,52070.199999999284
18991,Women Red Heels Sandal,3.9,Women,Flipkart,999,2095,52.32,361.0,68.0,166.0,95.0,38.0,14,48,0,1096,52074.099999999286
9565,RUNNING SHOES FOR MAN Running Shoes For Men  (Black),4.2,Men,Flipkart,398,999,60.16,203.0,29.0,124.0,31.0,23.0,12,13,0,601,52078.29999999928
16688,NEW DUNE LACE Lace Up For Men  (Brown),4.2,Men,Flipkart,1396,1999,30.17,153.0,21.0,81.0,40.0,15.0,10,7,1,603,52082.49999999928
13529,Women Black Wedges Sandal,4.0,Women,Flipkart,473,499,5.21,474.0,95.0,253.0,102.0,55.0,13,49,1,26,52090.09999999928
19893,Designer Jaipuri Silk Mojari Ethnic Wear Jutti Rajasthani Bellies for Women and Girls Bellies For Women  (Multicolor),4.1,Women,Flipkart,349,999,65.07,93.0,4.0,54.0,17.0,9.0,5,8,0,650,52094.19999999928
9571,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.9,Women,Flipkart,399,999,60.06,59.0,10.0,28.0,12.0,6.0,7,5,0,600,52098.09999999928
8496,Jutis For Men  (Black),3.8,Men,Flipkart,338,899,62.4,366.0,36.0,183.0,66.0,42.0,24,51,0,561,52101.89999999928
2476,Running Shoes For Men  (Grey),4.1,Men,Flipkart,608,1499,59.44,50.0,10.0,25.0,15.0,4.0,1,5,0,891,52105.99999999928
12057,Royal Look Party Wear Shoes For Men ll Casual Shoes For Men ll Latest Patent Leather Boots for Men Boots For Men  (Black),4.2,Men,Flipkart,799,1299,38.49,2249.0,324.0,1466.0,343.0,158.0,100,182,1,500,52110.19999999928
5347,Women Multicolor Flats Sandal,4.2,Women,Flipkart,249,499,50.1,70.0,11.0,40.0,17.0,6.0,1,6,0,250,52114.399999999274
7069,"Running Shoes For Women  (Navy, Pink)",4.0,Women,Flipkart,499,599,16.69,19059.0,2519.0,8969.0,5389.0,2528.0,762,1411,1,100,52118.399999999274
16756,Bellies For Women  (Beige),3.9,Women,Flipkart,499,550,9.27,1176.0,166.0,530.0,284.0,189.0,66,107,0,51,52122.299999999275
11337,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05,53.0,8.0,36.0,10.0,5.0,0,2,0,500,52126.799999999275
3651,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05,195.0,32.0,116.0,25.0,31.0,7,12,1,450,52130.99999999927
13011,Ladies Khussa Shoes Phulkari Jutti Indian Ethnic Salwar Kameez Shoes Jutis For Women  (Multicolor),4.8,Women,Flipkart,1595,1895,15.83,17.0,7.0,13.0,4.0,0.0,0,0,0,300,52135.799999999275
8175,Women Punjabi Jutti Jutis For Women  (Multicolor),3.5,Women,Flipkart,199,599,66.78,17.0,0.0,7.0,3.0,2.0,2,3,1,400,52139.299999999275
11256,Women Black Bellies Sandal,4.4,Women,Flipkart,488,999,51.15,100.0,21.0,59.0,25.0,7.0,1,4,0,511,52143.69999999928
13119,"Perfect Stylish,Trending High Ankle Boots For Women  (Pink)",4.2,Women,Flipkart,449,999,55.06,6884.0,1175.0,4221.0,1274.0,624.0,282,483,0,550,52147.899999999274
13706,"349 New pilate bk red 8 Lace Up For Men  (Black, Red)",4.0,Men,Flipkart,245,499,50.9,1408.0,165.0,839.0,167.0,139.0,87,176,1,254,52151.899999999274
14843,Women Grey Wedges Sandal,4.2,Women,Flipkart,474,999,52.55,271.0,40.0,165.0,59.0,14.0,13,20,1,525,52156.09999999927
850,Women Grey Heels Sandal,4.3,Women,Flipkart,507,1140,50.05,233.0,37.0,227.0,16.0,18.0,9,10,0,633,52160.399999999274
17156,New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,499,999,50.05,63.0,9.0,43.0,5.0,5.0,5,7,1,500,52164.49999999927
252,Boots For Women  (Beige),3.8,Women,Flipkart,379,447,16.03,558.0,96.0,169.0,85.0,139.0,66,56,0,68,52168.299999999275
17416,ADISSAGE ESSENTIAL Flip Flops,4.3,Men,Flipkart,1374,2499,45.02,241.0,25.0,156.0,43.0,17.0,3,22,1,1125,52172.59999999928
16107,Jutis For Women  (White),4.1,Women,Flipkart,306,499,38.68,343.0,48.0,191.0,59.0,48.0,13,32,1,193,52176.69999999928
1353,Mojaris For Men  (Tan),3.9,Men,Flipkart,559,1499,62.71,4347.0,520.0,2098.0,860.0,580.0,296,513,1,940,52180.59999999928
4315,"Men Yellow, Black, Blue Casual Sandal",4.1,Men,Flipkart,569,699,18.6,12689.0,1762.0,6843.0,3150.0,1328.0,469,899,1,130,52184.69999999928
8951,Women Off White Bellies Sandal,3.9,Women,Flipkart,599,999,40.04,312.0,52.0,152.0,65.0,40.0,29,26,0,400,52188.59999999928
5770,"Women Black, Gold Wedges Sandal",3.7,Women,Flipkart,299,349,14.33,152.0,17.0,59.0,33.0,32.0,5,23,0,50,52192.299999999275
9169,Slippers,4.3,Women,Flipkart,399,799,50.06,194.0,35.0,121.0,46.0,11.0,7,11,0,400,52196.59999999928
20895,POPULAR Designer Leatherette Premium Black Party Wear Slip-On Formal Shoes Slip On For Men  (Black),4.0,Men,Flipkart,498,999,50.15,89.0,16.0,50.0,13.0,12.0,3,11,0,501,52200.59999999928
17207,Women Silver Flats Sandal,3.9,Women,Flipkart,289,699,58.66,125.0,15.0,62.0,27.0,16.0,6,14,1,410,52204.49999999928
3502,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Brown)",3.5,Men,Flipkart,245,499,50.9,40.0,6.0,16.0,5.0,7.0,5,7,0,254,52207.99999999928
18728,Sneakers For Men  (White),4.0,Men,Flipkart,359,999,64.06,2393.0,262.0,1320.0,414.0,253.0,142,264,1,640,52211.99999999928
9673,FUZOR B Running Shoes For Men  (Black),4.2,Men,Flipkart,1799,3799,52.65,1281.0,192.0,711.0,345.0,113.0,38,74,1,2000,52216.19999999928
18548,Jutis For Women  (White),3.9,Women,Flipkart,332,649,48.84,10.0,3.0,4.0,3.0,2.0,0,1,0,317,52220.09999999928
20157,Running Shoes For Men  (Black),3.8,Men,Flipkart,369,999,63.06,222.0,22.0,117.0,34.0,22.0,15,34,0,630,52223.89999999928
17829,STRIDE RUNNER Running Shoes For Men  (Grey),4.3,Men,Flipkart,1047,2099,50.12,1681.0,225.0,981.0,436.0,132.0,51,81,1,1052,52228.199999999284
16522,Women Multicolor Bellies Sandal,3.9,Women,Flipkart,384,999,61.56,30.0,8.0,14.0,7.0,5.0,1,3,0,615,52232.099999999286
11818,Stylish Laser Punch Casual Belly Bellies For Women  (Grey),4.0,Women,Flipkart,388,499,22.24,467.0,77.0,233.0,120.0,50.0,26,38,0,111,52236.099999999286
16516,WIKA_R023 Sneakers For Women  (Grey),3.8,Women,Flipkart,394,799,50.69,829.0,134.0,375.0,186.0,116.0,63,89,1,405,52239.89999999929
12310,Women Silver Heels Sandal,4.0,Women,Flipkart,469,499,6.01,127.0,29.0,61.0,28.0,21.0,5,12,0,30,52243.89999999929
15711,Women Black Heels Sandal,3.8,Women,Flipkart,499,999,50.05,2033.0,307.0,943.0,444.0,279.0,132,235,0,500,52247.69999999929
8191,Slides,3.8,Men,Flipkart,270,999,72.97,1474.0,180.0,731.0,261.0,155.0,95,232,1,729,52251.499999999294
15822,Men Multicolor Sandal,3.8,Men,Flipkart,299,498,39.96,345.0,41.0,175.0,52.0,44.0,27,47,0,199,52255.2999999993
19392,Bellies For Women  (Blue),4.2,Women,Flipkart,275,499,44.89,49.0,6.0,30.0,10.0,3.0,2,5,1,224,52259.499999999294
7164,"New Trendy Fashionable And Comfortable 2 Combo Shoe Party Wear Sneakers Women and Girls Running Shoes,Gym Shoes,Canvas Shoes,Training Shoes,Sports Shoes For Girls Sneakers For Women  (Black, White)",4.1,Women,Flipkart,649,998,34.97,345.0,54.0,181.0,82.0,35.0,19,28,1,349,52263.59999999929
7809,Synthetic Leather Casual Partywear Boots Shoes For Men Outdoors For Men  (Tan),4.0,Men,Flipkart,498,999,50.15,5441.0,677.0,3174.0,764.0,535.0,304,664,1,501,52267.59999999929
2365,"Men Red, Black Sports Sandal",4.1,Men,Flipkart,588,699,15.88,3407.0,456.0,1819.0,824.0,394.0,129,241,1,111,52271.69999999929
8019,Men Blue Sandal,3.5,Men,Flipkart,318,799,60.2,3613.0,468.0,1378.0,712.0,577.0,331,615,0,481,52275.19999999929
5330,Slip On For Men  (Brown),4.0,Men,Flipkart,449,999,55.06,687.0,104.0,341.0,164.0,78.0,45,59,1,550,52279.19999999929
2551,TREAD REVOLUTION ADV LP Running Shoes For Men  (Grey),3.9,Men,Flipkart,1047,2299,54.46,1851.0,215.0,891.0,439.0,220.0,95,206,1,1252,52287.29999999929
13235,Men Brown Sports Sandal,3.9,Men,Flipkart,547,1399,60.9,4304.0,675.0,1988.0,957.0,659.0,258,442,1,852,52291.19999999929
12646,"Women 86 Casuals For Women  (Red, White)",4.2,Women,Flipkart,469,549,14.57,3152.0,518.0,1708.0,806.0,347.0,98,186,1,80,52295.39999999929
5681,Boots For Women  (Brown),3.9,Women,Flipkart,2579,4695,45.07,58.0,10.0,33.0,6.0,8.0,1,10,0,2116,52299.29999999929
9900,Women Copper Flats Sandal,4.1,Women,Flipkart,349,999,65.07,187.0,27.0,103.0,42.0,22.0,5,15,1,650,52303.39999999929
16678,CRYSTA Running Shoes For Men  (Blue),4.2,Men,Flipkart,839,1049,20.02,19772.0,3000.0,11192.0,4505.0,2003.0,756,1316,1,210,52307.599999999286
10240,Lace Up For Men  (Brown),3.9,Men,Flipkart,799,1499,46.7,3566.0,539.0,1533.0,1025.0,547.0,174,287,1,700,52311.49999999929
14934,Slip On For Men  (Maroon),4.3,Men,Flipkart,1864,3299,43.5,24.0,3.0,17.0,3.0,0.0,1,3,1,1435,52315.79999999929
778,Women Black Heels Sandal,4.0,Women,Flipkart,468,970,50.05,112.0,16.0,22.0,32.0,16.0,8,8,1,502,52319.79999999929
12935,Stylish Boots For Women  (Pink),4.0,Women,Flipkart,499,999,50.05,54.0,8.0,31.0,9.0,4.0,4,7,0,500,52323.79999999929
9334,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Bellies For Women  (Blue)",3.9,Women,Flipkart,249,499,50.1,703.0,89.0,350.0,130.0,102.0,48,73,0,250,52327.69999999929
14232,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77,366.0,34.0,196.0,83.0,36.0,18,33,1,200,52331.79999999929
5173,Men's Casual Half Jutti /Nagra/Jalsa For Men  (Black),4.0,Men,Flipkart,451,999,54.85,181.0,20.0,89.0,47.0,15.0,8,22,0,548,52335.79999999929
9623,Slip On For Women  (Brown),3.7,Women,Flipkart,337,449,24.94,142.0,23.0,58.0,28.0,23.0,12,19,1,112,52339.49999999929
15016,Women Tan Heels Sandal,3.8,Women,Flipkart,945,1890,50.0,25.0,4.0,11.0,5.0,4.0,3,2,1,945,52343.29999999929
16887,Women Black Flats Sandal,4.1,Women,Flipkart,359,699,48.64,274.0,25.0,153.0,49.0,34.0,15,23,1,340,52347.39999999929
7503,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.3,Women,Flipkart,369,999,63.06,7.0,0.0,3.0,0.0,2.0,0,2,0,630,52350.69999999929
20320,Thread Embroidery Work Jutti Jutis For Women  (Black),3.9,Women,Flipkart,236,499,52.71,182.0,19.0,99.0,23.0,24.0,10,26,0,263,52354.59999999929
11117,"Women Pink, Black, White Flats Sandal",4.1,Women,Flipkart,257,1299,80.22,551.0,90.0,308.0,123.0,55.0,22,43,0,1042,52358.69999999929
4841,Ethics Men's Sports Shoes,3.3,Men,Amazon,349,549,36.43,1.0,505.0,25.0,8.0,13.0,18,36,0,200,52361.999999999294
8560,"Canvas Shoes For Men  (White, Black)",3.7,Men,Flipkart,539,3999,86.52,332.0,37.0,152.0,49.0,52.0,28,51,1,3460,52365.69999999929
7174,"Men Brown, Beige Sandal",4.1,Men,Flipkart,664,875,24.11,118035.0,16525.0,61722.0,30777.0,13063.0,4694,7779,0,211,52369.79999999929
175,Jutis For Men  (Black),3.7,Men,Flipkart,483,953,50.15,15.0,1.0,6.0,3.0,2.0,1,5,0,470,52373.49999999929
12422,QUEEN Running Shoes For Women  (Black),4.3,Women,Flipkart,949,999,5.01,118.0,19.0,60.0,41.0,12.0,4,1,1,50,52377.79999999929
18839,Shoes for Women Sneakers For Women  (Red),4.0,Women,Flipkart,315,499,36.87,4147.0,688.0,2175.0,864.0,538.0,204,366,1,184,52381.79999999929
8336,Jutis For Men  (Brown),3.7,Men,Flipkart,719,1199,40.03,11.0,2.0,4.0,4.0,1.0,0,2,0,480,52385.49999999929
19578,Men Hawaii Chappal (Blue) Flip Flops,3.8,Men,Flipkart,228,899,74.64,382.0,45.0,181.0,70.0,46.0,26,59,1,671,52389.29999999929
11806,Women Ladies Gold Crystal Work Punjabi Jutti Ethnic Jutis For Women  (Gold),3.8,Women,Flipkart,1595,2195,27.33,9.0,1.0,5.0,0.0,2.0,1,1,0,600,52393.09999999929
8152,Black Silk Sharwani Jutti Jutis For Men  (Black),4.3,Men,Flipkart,372,699,46.78,6.0,2.0,5.0,0.0,0.0,0,1,0,327,52397.399999999296
4890,Women Black Heels Sandal,4.3,Women,Flipkart,399,999,60.06,924.0,162.0,557.0,212.0,77.0,20,55,1,600,52401.6999999993
16305,Drogo M Walking Shoes For Men  (Blue),4.3,Men,Flipkart,1349,2699,50.02,29118.0,4058.0,16317.0,7885.0,2661.0,800,1455,1,1350,52405.9999999993
7882,Women Pink Heels Sandal,4.1,Women,Flipkart,664,999,33.53,1052.0,182.0,567.0,248.0,122.0,45,70,1,335,52410.0999999993
10348,Sneakers For Women  (Pink),4.2,Women,Flipkart,475,999,52.45,6586.0,998.0,3653.0,1491.0,718.0,260,465,1,524,52414.2999999993
15661,Flip Flops,4.1,Women,Flipkart,299,599,50.08,42.0,9.0,19.0,13.0,5.0,3,1,1,300,52418.399999999296
6934,S-9 Running Shoes For Men  (Navy),4.1,Men,Flipkart,569,599,5.01,2608.0,387.0,1386.0,606.0,295.0,109,212,1,30,52422.499999999294
6697,Women Copper Flats Sandal,4.2,Women,Flipkart,399,699,42.92,2523.0,303.0,1297.0,720.0,290.0,84,132,1,300,52426.69999999929
14820,Shoes For Women Boots For Women  (Black),4.6,Women,Flipkart,499,999,50.05,11.0,2.0,8.0,2.0,1.0,0,0,0,500,52431.29999999929
7426,Chukka Boots For Women  (Blue),4.3,Women,Flipkart,549,999,45.05,40.0,6.0,25.0,8.0,3.0,1,3,1,450,52435.59999999929
5438,ZAPATOZ Women's Casual PU Leather Sneaker Shoes,3.9,Women,Amazon,749,749,0.0,8.0,5.0,29.0,0.0,0.0,0,71,1,0,52439.499999999294
10230,Women Brown Wedges Sandal,4.3,Women,Flipkart,499,999,50.05,95.0,11.0,60.0,18.0,10.0,4,3,0,500,52443.7999999993
8641,"Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Pink, Off White, Gold)",3.6,Women,Flipkart,299,499,40.08,72.0,9.0,36.0,10.0,6.0,3,17,1,200,52447.399999999296
7528,Women Grey Flats Sandal,4.2,Women,Flipkart,299,599,50.08,3414.0,471.0,1881.0,813.0,424.0,125,171,1,300,52451.59999999929
9524,"Chevit Latest Fashion Combo Pack of 2 Pairs Casual Outdoors Shoes Outdoors For Men  (Black, Blue)",3.8,Men,Flipkart,649,1498,56.68,166.0,17.0,83.0,22.0,29.0,11,21,1,849,52455.399999999296
14945,Boots For Women  (Blue),4.4,Women,Flipkart,445,999,55.46,2263.0,421.0,1540.0,405.0,165.0,54,99,1,554,52459.7999999993
1856,Women Maroon Wedges Sandal,4.3,Women,Flipkart,599,1399,57.18,256.0,48.0,157.0,50.0,27.0,13,9,0,800,52464.0999999993
11856,Derby For Men  (Black),3.7,Men,Flipkart,319,999,68.07,1718.0,286.0,790.0,296.0,260.0,144,228,0,680,52467.7999999993
5110,Corporate Loafers Slip On Slip On For Men  (Black),4.1,Men,Flipkart,791,799,1.0,2545.0,370.0,1338.0,684.0,255.0,86,182,0,8,52471.899999999296
8591,Men Black Sandal,4.1,Men,Flipkart,426,999,57.36,101.0,16.0,50.0,25.0,17.0,3,6,1,573,52475.999999999294
2721,Loafers For Men  (Black),3.9,Men,Flipkart,378,999,62.16,3147.0,388.0,1652.0,547.0,386.0,190,372,1,621,52479.899999999296
3611,Women Beige Flats Sandal,4.0,Women,Flipkart,244,499,51.1,984.0,110.0,474.0,239.0,126.0,64,81,1,255,52483.899999999296
1027,Running Shoes For Men  (Black),3.9,Men,Flipkart,331,1199,72.39,263.0,34.0,157.0,27.0,24.0,17,38,0,868,52491.7999999993
16896,Wedges For Women  (Black),4.0,Women,Flipkart,549,999,45.05,4.0,0.0,3.0,0.0,0.0,0,1,0,450,52495.7999999993
13132,ELISE Women's Sneakers,4.1,Women,Amazon,322,397,18.89,205.0,77.0,9.0,4.0,8.0,23,56,0,75,52499.899999999296
17884,Jutis For Women  (Blue),3.6,Women,Flipkart,219,599,63.44,113.0,12.0,45.0,24.0,17.0,10,17,0,380,52503.499999999294
11660,X-Ray Fantastic Plastic Wns Sneakers For Women  (White),4.8,Women,Flipkart,3989,6999,43.01,22.0,3.0,18.0,4.0,0.0,0,0,1,3010,52508.2999999993
20583,Men Green Sandal,4.2,Men,Flipkart,1346,1495,9.97,654.0,85.0,367.0,171.0,53.0,23,40,0,149,52512.499999999294
17186,Boots For Women  (Black),4.3,Women,Flipkart,599,999,40.04,2849.0,522.0,1826.0,521.0,239.0,98,165,1,400,52516.7999999993
14567,Combo Pack of 5 Casual Sneakers With Canvas Shoes For Men  (Multicolor),4.1,Men,Flipkart,798,2495,68.02,5339.0,776.0,2948.0,974.0,666.0,279,472,1,1697,52520.899999999296
14095,by Walmart Boots For Women  (Brown),4.5,Women,Flipkart,1181,3249,63.65,25.0,2.0,18.0,3.0,3.0,1,0,1,2068,52525.399999999296
9600,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75,3223.0,472.0,1738.0,875.0,324.0,107,179,1,159,52529.59999999929
13921,Women Orange Sports Sandal,3.5,Women,Flipkart,948,995,4.72,2.0,1.0,1.0,0.0,0.0,1,0,1,47,52533.09999999929
13518,NORTH Running Shoes For Men  (White),4.2,Men,Flipkart,1449,1499,3.34,29108.0,4317.0,17353.0,6364.0,2378.0,1014,1999,1,50,52537.29999999929
20181,Red Gold Sherwani Jutti Mojaris For Men Jutis For Men  (Red),4.0,Men,Flipkart,499,799,37.55,502.0,53.0,270.0,89.0,70.0,21,52,0,300,52541.29999999929
15513,Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,349,499,30.06,1573.0,203.0,785.0,340.0,226.0,92,130,1,150,52545.29999999929
8490,Jutis For Women  (Yellow),4.3,Women,Flipkart,270,499,45.89,6.0,1.0,4.0,0.0,0.0,0,1,1,229,52549.59999999929
5662,Men Black Sandal,4.1,Men,Flipkart,840,999,15.92,24.0,1.0,15.0,1.0,5.0,1,2,1,159,52553.69999999929
1273,Slippers,4.1,Women,Flipkart,379,899,57.84,49.0,7.0,20.0,19.0,7.0,2,1,1,520,52557.79999999929
2664,Flooristo White Casual Stylish Sneakers Shoes for Men,3.4,Men,Amazon,469,599,21.7,434.0,211.0,22.0,6.0,15.0,20,36,0,130,52561.19999999929
4685,Slides,3.8,Men,Flipkart,999,1999,50.03,1214.0,130.0,577.0,257.0,142.0,61,177,1,1000,52564.999999999294
